;8.00_19.00_5.00_NH3+_C:;12.00_26.00_3.00_NH3+_C:;13.00_20.00_3.00_NH3+_C:;14.00_20.00_1.00_NH3+_C:;14.00_20.00_2.00_NH3+_C:;17.00_22.00_0.00_NH3+_C:;20.00_19.00_-1.00_NH3+_C:;20.00_21.00_-3.00_NH3+_C:;21.00_23.00_-1.00_NH3+_C:;9.00_24.00_6.00_NH3+_LJ:;11.00_22.00_1.00_NH3+_LJ:;20.00_18.00_1.00_NH3+_LJ:;20.00_22.00_3.00_NH3+_LJ:;21.00_17.00_-1.00_NH3+_LJ:;22.00_19.00_-4.00_NH3+_LJ:;23.00_19.00_-1.00_NH3+_LJ:
DFT_K001__PAC_aligned;3.4242324775872923;-7.383184162484113;19.455701320996493;26.45550972157234;35.68556566911521;82.66548087871742;126.62085388654874;-320.6232498511112;-10.644600401880638;-0.2811075470841996;137.4466298494349;136.7142805668467;64.30851263232664;-1.8031021393716296;1.3747716635501823;140.12737792503808
DFT_K002__PAC_aligned;-16.550748626295857;-9.97461780841318;-7.811728115643653;128.29186440293643;130.75890408401764;88.66569534096;129.25744420380747;-250.73324292651688;3.419511880247049;-0.1342991468247015;130.47849853945402;137.97219909653836;76.27922812765907;-2.991744128243963;2.3114818223292475;136.8089571946954
DFT_K003__PAC_aligned;-4.42055817908944;0.5434993287572123;-0.9234202407180518;27.53609881603569;20.40548550022155;66.64688840136319;129.62812913651356;-154.47946043630398;-16.53851736257206;-0.135383577238453;131.4875302406859;136.71935540348468;71.31754050340352;-3.616875205861015;2.9000795635033114;132.75070818639992
DFT_K004__PAC_aligned;-9.825311139093266;4.667150240010628;-627.4165252929618;16.82318196055423;63.27784438990281;68.72796690756914;131.15415855519313;-116.5007535011567;6.763700546534633;-0.1063686297488668;134.4974742087332;137.18670998463267;97.35922553247198;9.171885076074055;29.863476340984807;137.01403799924879
DFT_K005__PAC_aligned;-4.37231141005223;5.373858678351953;-52.86099395353189;-6.893462419732934;-11.368683185523828;50.34979516166584;130.54804657487438;-420.71837213222653;-4.222443543483243;-0.2321173135382261;67.06533141526454;137.2269117958818;97.39906599520756;62.23060612094781;21.13255166898662;139.83809958769552
DFT_K006__PAC_aligned;-9.818450640506464;-28.12912228008842;-342.96389634198977;69.08230358392544;120.73746730674348;81.80445627195982;130.54889078337982;-13.748471083093824;9.812766253345478;-0.2460504897151864;147.2793332690264;136.94889729549314;72.18619869301374;2.0385751326678205;18.96450239760207;136.21893806705182
DFT_K007__PAC_aligned;2.017156916119279;-6.520432618863316;21.459591665019538;44.062072391868206;26.003228198232183;53.96389745255828;129.93668346152876;-174.97269302008596;3.647356583146743;-0.189904269771402;153.86935612103196;137.40401851487175;73.1001601328227;0.7633798821345762;6.670932601145636;139.55736369620482
DFT_K008__PAC_aligned;-8.234665511269478;-5.732142556107148;9.060315102026127;15.340111182997475;70.09152313792563;53.8291500174229;129.4262089854888;-118.86274019221474;10.457379504520349;-0.3410695031914213;139.91806321407174;137.45999552012546;63.81381949218823;-3.380868353379931;5.037888945311555;135.84538719081095
DFT_K009__PAC_aligned;1.9071560016974896;8.964049119782734;-7.187832516281766;-14.39377141380113;-21.48708873754273;46.50765886737135;130.25658468231185;-291.28512221349405;-12.331127018886322;-0.2696012797050745;144.34108218265607;137.46084918671326;73.88009550659434;3.834439055070327;19.75675931952729;136.99061687421383
DFT_K010__PAC_aligned;2.6657674158716302;9.602611470601516;6.364112840570787;79.2439814483281;1.3134770931815964;39.03131415868985;129.22318356073492;-21.289062985490343;-3.7124779877289313;-0.1955262841969229;148.4453761038847;137.3207220959789;72.58512185309588;-0.9238862774204664;12.871302069076338;133.10924121329126
DFT_K011__PAC_aligned;-15.18125076566999;-0.3774422560782717;-21.75348602571626;75.5763878773694;130.6841438506891;86.20199524050611;131.97433765421485;9.110185768082056;10.384499081746098;-0.1483492931420867;134.4333361408113;137.53354161039476;69.3278619577887;18.586274034790566;17.809088802371132;140.85595084488247
DFT_K012__PAC_aligned;-16.20771727417906;-17.677739334170692;-51.22355771950252;3.1649050903039893;-0.1036590361640001;81.32753490903713;129.8615438740428;-354.68461423072955;5.230166740428089;-0.3855529195200419;137.13708371907882;137.20252699172468;74.5636321234212;25.02213154041959;18.60774943554605;138.80713699712334
DFT_K014__PAC_aligned;-8.27937615170444;15.585944918215615;-20.99121692052391;8.157580954641844;-7.016521624533468;37.32542326599396;130.93521396667776;-204.42109469732335;5.436403531749207;-0.3794132911236384;87.38426210747893;136.91775997846614;65.4518183803641;78.2907789050798;54.612875876517066;136.2125385541867
DFT_K020__PAC_aligned;-7.971149433501651;12.21772639476805;43.39355646936525;23.646018195858154;28.330503096267464;95.42369005044628;131.2103750805684;-179.1740441447473;5.688837122160638;1.3682891916935556;136.47836227071764;136.74989080000992;71.95154412499888;41.655277301940274;17.52484373131006;139.23421633041966
DFT_K022__PAC_aligned;-2.684967640520988;-8.17240252679756;80.83374130832969;55.5633225535326;55.45609668346931;83.35303618970964;131.45252355739325;1.4206802532126446;7.927088313053906;-1.1188444415509673;145.2491738896381;137.35476412039526;67.95651938368826;15.70579393407825;35.75436062811168;139.04765160253672
DFT_K041__PAC_aligned;-12.555415241019515;-8.639973839931187;-87.14507195738304;54.1635135770622;54.866960002458185;83.68016259667067;130.43664437007422;-65.46751893286374;10.034288994787754;-0.4667083634586519;154.43109379585252;137.45712778296254;70.6015999242805;-1.4118997613107125;10.36640034416116;136.2263355229887
DFT_K044__PAC_aligned;-11.844849320210324;-22.399690470944684;-44.740910414206965;9.26483534875483;-11.335593468728856;52.81438235111143;128.90946433145038;-462.4837619573184;3.1866884563654314;-0.9119265988532106;138.526031673398;137.60739023346423;86.98034373793337;13.710179502028485;43.816766643163845;135.20566318802548
DFT_K045__PAC_aligned;-2.5428663852953104;-2.3625820874791934;11.980110649338991;34.25725914088537;20.94306977780103;39.23992524072625;131.75475441832518;-108.56815457665915;8.690277172285985;-0.27486125998556066;148.72387818917;137.5500413820177;107.24818447149966;9.008845880957812;13.216694671873938;139.7129596566166
DFT_K051__PAC_aligned;-7.653823696345366;5.393949807588979;-7.330474062513574;128.87185014973227;87.69851960487297;64.8106869636578;129.85650557988475;-114.34401299100224;5.289758383932641;-0.1696065251012515;155.09641199286455;137.32439020784506;87.50157164026658;142.24401891142452;26.11754058035321;73.10134964548628
DFT_K052__PAC_aligned;-5.566282245502569;-0.3486536677889251;-15.149557977495736;-65.39441626894855;-17.794311060874566;32.02093012816934;129.9258803478221;-62.71261733081297;-1.4622864824554238;-0.2009040209134986;143.62296658085535;137.44482105756663;75.9283842695481;-1.2045024156978148;10.115201732367956;136.79773121743878
DFT_K053__PAC_aligned;-3.054658710144229;5.31674904553252;5.542616263162479;59.92147808315076;20.00720721308523;49.84682420083534;129.05071725679866;-82.20013403352266;6.119846952705604;-0.1520596325837547;155.92121678073516;137.6968824541299;104.79071062353036;0.3234919122449182;15.954661149291644;137.36823210472951
DFT_K054__PAC_aligned;3.3204716262937053;-51.89894378117984;-11.011502783617512;30.196380061570075;14.651730382900835;50.98453988708363;129.67253911428165;-192.4999845257489;5.005669915233674;-0.8407059801702145;169.83830654615585;136.9939888656565;61.80597948633751;2.352684965423858;32.66028016712482;136.0573907088281
DFT_K063__PAC_aligned;2.940596861329646;1.276296740496857;-12.436242661621026;-75.93016647268988;-63.90163832971021;23.60039789487876;130.86092764055607;-61.37635563652581;-5.417208318350529;-0.114095099946263;134.5681855480658;137.83516418439186;98.01900525427317;14.394560424937817;18.949234709577564;137.7201403231904
DFT_K065__PAC_aligned;-2.201924325546111;2.2936198789679096;-43.76659923718135;26.676792785535117;30.629805586222385;79.78567534696619;128.851449457264;-78.77437362742909;16.177109186730007;-0.2278170612778718;139.26063073817684;137.84341331640493;73.82873102608269;4.135911476097996;25.51033757475282;139.7033790034554
DFT_K075__PAC_aligned;-6.675928286970533;10.3855135260162;4.146804567567571;123.16082648015538;90.1986111063988;83.59860680555705;68.96086170047491;-241.05200616253197;15.079989458717144;-0.1774071007569451;148.8148422498418;137.38578462614456;75.51096102024732;73.74678967055682;28.05169722275093;138.7300687514851
DFT_K080__PAC_aligned;3.448867549808172;1.909626224950257;64.93650326429298;-67.68680180832348;-62.48380921334828;75.1871699106362;92.88938264434694;-342.8886920720089;-0.9273094533808219;-0.0737329314342545;137.2664568262681;137.79673796894693;83.00473537364846;3.018788753613772;11.566917341333284;139.5780103722453
DFT_K081__PAC_aligned;10.525400080877583;3.944284144348624;126.10014399850614;32.3657129772151;-25.966720905222463;-39.67957168426649;126.0551974401498;-270.81329122174446;-10.863057777375923;-0.1124216403644959;135.01609767680876;137.71703669145234;79.2034879123505;40.0072626029017;12.480101388907684;137.8999161430418
DFT_K083__PAC_aligned;-3.3566983456826858;-15.151195200926496;6.039990037000482;5.235850046160508;13.535379965825754;54.56299178031227;130.45839036688952;-178.16380025040633;28.76939869417808;-0.3481424252869083;151.85541995332375;136.99664260126357;67.99129500716519;42.030422655669135;32.18875926774752;139.32396091047517
DFT_K085__PAC_aligned;-13.38087534990328;-25.91132840404977;-57.85859351034428;17.414923864998205;6.371072741679219;50.88407233377909;131.33357048373364;13.417422506553171;9.291274635915112;-0.8436681763217279;163.13434618093228;137.04263183627262;72.62896360328092;3.800783840940847;13.664904825391629;136.11263813158408
DFT_K086__PAC_aligned;2.4555367269504087;-51.12912960686913;-7.786505929703392;28.30911563392107;14.983969634369819;49.26723528528276;128.69238731542816;-144.447151869324;6.995047448388214;-0.9721159941793196;166.79893979700282;137.6732946204831;78.76809070344119;135.7940406919419;21.52031328799401;133.25279806711157
DFT_K089__PAC_aligned;1.328442551168985;-0.951066138868832;125.921403534412;52.17716477493305;44.73635050572146;-58.44934430857198;129.28472521131516;-100.81201143735554;-1.6735924402658051;-0.1095655192533533;145.5461364106668;137.4093370080685;87.6021932398663;106.96976915591544;51.04796606108231;132.94537973199118
DFT_K092__PAC_aligned;9.101180441782011;-28.90069962184157;-37.89511423416595;29.65822868620146;7.743768035047008;59.08972279810816;130.1339065190154;-160.53159803408178;11.768342102019831;-0.6454366222878813;146.8027398432394;137.98629119804093;89.74946720209671;131.24711498840702;20.96685716202692;138.84738782173022
DFT_K099__PAC_aligned;-3.853314624233244;-25.937790107469546;15.724898123747456;-20.05614179215018;-20.245862006451464;-2.6139264336177988;131.34540603097642;-5.496175606738559;21.770724529136952;-0.3404324190845746;145.72491553435853;137.39537253761654;81.7969734895979;-2.008058502793421;15.5336090047759;135.50314286112643
DFT_K102__PAC_aligned;-1.427083347412836;-15.17022658429118;52.58993632530085;3.231323649604416;-173.0520698245218;43.46771364778796;127.93349686969572;-13.000967183172053;10.222849525605923;-0.2845997116523368;149.39409315287045;138.06059854009524;87.74325741681403;-3.185991013411723;8.485579259728684;136.70420021106327
DFT_K104__PAC_aligned;13.16150356680799;5.673368588850694;-23.94114300123524;3.333274429675523;-78.78876121164238;48.47666189878141;131.6920615190962;-21.64636621453456;11.492896587764616;-1.3376432253358173;156.0545229848669;138.2402935310994;91.42404583943224;130.41444974330344;19.661139787816644;139.97364067857612
DFT_K105__PAC_aligned;5.706619080755485;-74.53489759141337;35.160762043946434;12.74951175100539;19.35503269193567;58.98044021897013;130.84941397790635;-77.21072359003227;9.919619100142056;-3.490264051434564;139.00586167170925;137.41849695394387;68.54021768932282;107.11433271215854;19.04142586444852;137.28982772648
DFT_K111__PAC_aligned;3.1471086788289213;6.3136776636697896;11.489039171630536;-239.2807422533928;-61.98279789174656;47.83361784969716;130.567882961572;-74.35851488830058;2.6248508195794003;-0.0872982995428313;133.46069504830564;138.11031181951404;97.35621721068854;39.20227228423319;37.48967357766522;137.21638876847356
